wkt_geom,No,ST_NAME,ST_CODE,Control_og,BS_CODE,Gage_type,River_syst,A(km2),section_le,Slope,Out_len(km,thres_len(,Zero(EL.m),Zero_st(EL,Ebb_effect,Max_el(m),Time_Sirie,Daily_Siri,Longitude,Latitude,Latitude_d,Longitude_,X,Y
POINT(210221.81983817042782903 353578.37346929335035384),441,Pyeonghwa,3301653,MOLIT,330108,T/M,Mangyeong_Dongjin,,,,,,,,N,,2006Y 12M?~ 2013Y 09M,2006Y 12M?~ 2013Y 09M,127.1130556,35.77944444,127-06-47,35-46-46,210221.82,353578.373
POINT(217150.04641478668781929 355407.51544374827062711),443,Saekjang,3301660,MOLIT,330109,T/M,Mangyeong_Dongjin,,,,,,,,N,,2007Y 01M?~ 2013Y 09M,2007Y 01M?~ 2013Y 09M,127.1897222,35.79583333,0127-11-23,35-47-45,217150.046,355407.515
POINT(208980.24686799763003364 364333.59469105966854841),445,Jeonju,3301665,MOLIT,330109,T/M,Mangyeong_Dongjin,278,,,2.07,0,9.146,16.767,N,6,2000Y 01M?~ 2013Y 09M,1999Y 12M?~ 2013Y 09M,127.0994444,35.87638889,127-05-58,35-52-35,208980.247,364333.595
POINT(206595.56832636622129939 366550.63090009114239365),446,Daecheon,3301670,MOLIT,330111,T/M,Mangyeong_Dongjin,879.2,500,4280,35,45,2.864,12.788,N,8,1920Y 07M?~ 2013Y 09M,1917Y 05M?~ 2013Y 09M,127.0730556,35.89638889,0127-04-23,35-53-47,206595.568,366550.631
POINT(203284.26801483618328348 369168.60234060295624658),447,Insu,3301675,MOLIT,330110,T/M,Mangyeong_Dongjin,73.83,,,0.57,,3.1,12.338,N,8,2006Y 03M?~ 2013Y 09M,2005Y 05M?~ 2013Y 09M,127.0363889,35.92,0127-02-11,35-55-12,203284.268,369168.602
POINT(194007.37944975466234609 368122.09601128590293229),448,Mokcheon,3301685,MOLIT,330112,T/M,Mangyeong_Dongjin,1130,,,21.53,0,-0.091,9.677,Y,7,2000Y 01M?~ 2013Y 09M,1999Y 12M?~ 2013Y 09M,126.9336111,35.91055556,126-56-01,35-54-38,194007.379,368122.096
POINT(185582.15348218326107599 367854.45253967412281781),450,Dongjisan,3301690,MOLIT,330114,T/M,Mangyeong_Dongjin,1430,586,530,11.39,67.2,-0.252,7.546,Y,10,1920Y 07M?~ 2013Y 09M,1999Y 01M?~ 2013Y 09M,126.8402778,35.90805556,126-50-25,35-54-29,185582.153,367854.453
POINT(198213.12756794245797209 335111.24763452657498419),452,Ongdong,3302615,MOLIT,330202,T/M,Mangyeong_Dongjin,,,,,,,,N,,2007Y 01M?~ 2013Y 09M,2007Y 01M?~ 2013Y 09M,126.9802778,35.61305556,126-58-49,35-36-47,198213.128,335111.248
POINT(193584.95179712458048016 338719.32413213734980673),453,Taein,3302620,MOLIT,330202,T/M,Mangyeong_Dongjin,157,,,7.2,0,8.391,16.034,N,9,2002Y 01M?~ 2013Y 09M,2002Y 01M?~ 2013Y 09M,126.9291667,35.64555556,126-55-45,35-38-44,193584.952,338719.324
POINT(190167.0961437213991303 341896.92839936981908977),454,Sintaein,3302630,MOLIT,330208,T/M,Mangyeong_Dongjin,218,256,1260,18.59,26.35,2.261,11.165,Y,6,1956Y 06M?~ 2013Y 09M,1929Y 01M?~ 2013Y 09M,126.8913889,35.67416667,126-53-29,35-40-27,190167.096,341896.928
POINT(186023.86926707657403313 329820.99316752201411873),455,Yeonji,3302645,MOLIT,330203,T/M,Mangyeong_Dongjin,,,,,,,,N,,2007Y 01M?~ 2013Y 09M,2007Y 01M?~ 2013Y 09M,126.8458333,35.56527778,126-50-45,35-33-55,186023.869,329820.993
POINT(184591.62354086304549128 331641.72311606100993231),456,Gongpyeong,3302653,MOLIT,330203,T/M,Mangyeong_Dongjin,,,,,,,,N,,2008Y 01M?~ 2013Y 09M,2008Y 01M?~ 2013Y 09M,126.83,35.58166667,126-49-48,35-34-54,184591.624,331641.723
POINT(187872.78097141973557882 337615.74523720348952338),457,Jeongeup,3302655,MOLIT,330203,T/M,Mangyeong_Dongjin,158.05,,,5.37,0,4.976,13.928,N,9,2002Y 01M?~ 2013Y 09M,2001Y 01M?~ 2013Y 09M,126.8661111,35.63555556,126-51-58,35-38-08,187872.781,337615.745
POINT(177157.28718540866975673 338715.49327214871300384),458,Pungwal,3302657,MOLIT,330205,T/M,Mangyeong_Dongjin,,,,,,,4.366,N,5.5,2010Y 12M?~ 2013Y 09M,2010Y 12M?~ 2013Y 09M,126.7477778,35.64527778,126-44-52,35-38-43,177157.287,338715.493
POINT(187522.09157082962337881 338725.75633213995024562),459,Jeongu,3302658,MOLIT,330203,T/M,Mangyeong_Dongjin,,,,,,4.396,12.141,N,10.5,2011Y 03M?~ 2013Y 09M,2011Y 03M?~ 2013Y 09M,126.8622222,35.64555556,126-51-44,35-38-44,187522.092,338725.756
POINT(191859.19529900819179602 349723.6223897110321559),460,Yangjeon,3302660,MOLIT,330206,T/M,Mangyeong_Dongjin,,,,,,,7.548,N,7,2010Y 12M?~ 2013Y 09M,2010Y 12M?~ 2013Y 09M,126.91,35.74472222,126-54-36,35-44-41,191859.195,349723.622
POINT(183662.00271601273561828 346406.29478887637378648),461,Bu-ryang,3302665,MOLIT,330208,T/M,Mangyeong_Dongjin,502,,,10.32,0,-1.091,9.188,Y,9,2000Y 05M?~ 2013Y 09M,2000Y 05M?~ 2013Y 09M,126.8194444,35.71472222,126-49-10,35-42-53,183662.003,346406.295
POINT(180491.96336121592321433 345056.58300898585002869),462,Baeksan,3302675,MOLIT,330205,T/M,Mangyeong_Dongjin,237,,,5.29,0,0.081,6.303,Y,8,2000Y 05M?~ 2013Y 09M,2000Y 05M?~ 2013Y 09M,126.7844444,35.7025,126-47-04,35-42-09,180491.963,345056.583
POINT(183169.64998071535956115 351862.49032860901206732),463,Juksan,3302685,MOLIT,330206,T/M,Mangyeong_Dongjin,278,,,3.1,0,-0.096,9.498,Y,8,2000Y 05M?~ 2013Y 09M,2000Y 05M?~ 2013Y 09M,126.8138889,35.76388889,126-48-50,35-45-50,183169.65,351862.49
POINT(221808.54742319017532282 339822.43540747335646302),465,Gwanchon,4001620,Kwater,400103,T/M,Seonjingang,364.31,,,177.4,0,201.064,211.097,N,7.5,1990Y 05M?~ 2013Y 09M,1990Y 05M?~ 2013Y 09M,127.2408333,35.65527778,127-14-27,35-39-19,221808.547,339822.435
POINT(201260.07504759877338074 322968.20417132077272981),466,Ssangchi,4001660,Kwater,400108,T/M,Seonjingang,126.3,,,154.2,0,221.401,227.39,N,5.64,1990Y 05M?~ 2013Y 09M,1990Y 05M?~ 2013Y 09M,127.0138889,35.50361111,127-00-50,35-30-13,201260.075,322968.204
POINT(212497.14216791404760443 324980.10987226373981684),468,Gangjin,4002610,Kwater,400201,T/M,Seonjingang,,,,126.3,0,123.952,130.962,N,9.1,1990Y 05M?~ 2013Y 09M,1990Y 05M?~ 2013Y 09M,127.1377778,35.52166667,0127-08-16,35-31-18,212497.142,324980.11
POINT(213786.91977810606476851 321869.23230890819104388),469,Deokchi,4002640,MOLIT,400201,T/M,Seonjingang,817.5,186,,126,96.3,114.473,125.289,N,10,1963Y 06M?~ 2013Y 09M,1962Y 12M?~ 2013Y 09M,127.1519444,35.49361111,0127-09-07,35-29-37,213786.92,321869.232
POINT(219778.29914787400048226 313774.96531674795551226),470,Je2seomjin,4002690,MOLIT,400203,T/M,Seonjingang,967.7,238,2500,109,113.7,79.185,89.75,N,5,1973Y 08M?~ 2013Y 09M,1973Y 01M?~ 2013Y 09M,127.2177778,35.42055556,127-13-04,35-25-14,219778.299,313774.965
POINT(229384.27062933222623542 323232.08821501740021631),471,Singi,4003650,MOLIT,400302,T/M,Seonjingang,,,,,,107.98,115.298,N,8,2011Y 12M?~ 2013Y 09M,2011Y 12M?~ 2013Y 09M,127.3238889,35.50555556,127-19-26,35-30-20,229384.271,323232.088
POINT(222447.9357248502492439 315568.76253868686035275),472,Osu,4003690,MOLIT,400303,T/M,Seonjingang,350.09,132,650,3.2,35.7,84.401,90.771,N,6,1973Y 08M?~ 2013Y 09M,1973Y 01M?~ 2013Y 09M,127.2472222,35.43666667,127-14-50,35-26-12,222447.936,315568.763
POINT(220187.68292207625927404 311217.88698944239877164),473,Jeokseong,4004615,MOLIT,400401,T/M,Seonjingang,1386.6,183,1000,105.5,117.4,72.694,81.321,N,11,1919Y 09M?~ 2013Y 09M,1917Y 03M?~ 2013Y 09M,127.2222222,35.3975,127-13-20,35-23-51,220187.683,311217.887
POINT(212293.16736738689360209 308337.46405120589770377),474,Sunchang2,4004630,MOLIT,400402,T/M,Seonjingang,22.3,113,,105.4,10,85.763,91.248,N,6,1989Y 01M?~ 2013Y 09M,1963Y 02M?~ 2013Y 09M,127.1352778,35.37166667,0127-08-07,35-22-18,212293.167,308337.464
POINT(219876.5792255962442141 303543.2865521828061901),477,Daegang,4004660,MOLIT,400404,T/M,Seonjingang,1754.08,265,5000,89.1,134.1,59.793,68.08,N,9.7,1963Y 06M?~ 2013Y 09M,1962Y 11M?~ 2013Y 09M,127.2186111,35.32833333,127-13-07,35-19-42,219876.579,303543.287
POINT(239691.6891139809449669 317539.31173893209779635),479,Beon-am,4005660,MOLIT,400503,T/M,Seonjingang,217.31,78,220,40.4,14.2,132.503,138.87,N,6,1973Y 08M?~ 2013Y 09M,1973Y 01M?~ 2013Y 09M,127.4372222,35.45388889,127-26-14,35-27-14,239691.689,317539.312
POINT(235728.70831659185932949 312160.01012756454292685),480,Namwon,4005670,MOLIT,400504,T/M,Seonjingang,315.7,,,40,0,95.058,100.959,N,5,1990Y 07M?~ 2013Y 09M,1962Y 11M?~ 2013Y 09M,127.3933333,35.40555556,127-23-36,35-24-20,235728.708,312160.01
POINT(228493.23204449578770436 302210.38609615340828896),481,Songdong,4005690,MOLIT,400504,T/M,Seonjingang,475.2,,,1.2,0,49.668,58.545,N,10,2001Y 09M?~ 2013Y 09M,2001Y 09M?~ 2013Y 09M,127.3133333,35.31611111,127-18-48,35-18-58,228493.232,302210.386
POINT(233882.13062414928572252 293229.91993339260807261),482,Ogok,4006660,MOLIT,400603,T/M,Seonjingang,2406.1,,,67.4,0,34.576,42.386,N,10,1990Y 06M?~ 2013Y 09M,1990Y 06M?~ 2013Y 09M,127.3722222,35.235,127-22-20,35-14-06,233882.131,293229.92
POINT(234252.691368146071909 288855.07726728433044627),483,Amnok,4006680,MOLIT,400902,T/M,Seonjingang,2447.5,160,780,62.7,162.3,28.563,49.407,N,16,1919Y 09M?~ 2013Y 09M,1917Y 03M?~ 2013Y 09M,127.3761111,35.19555556,127-22-34,35-11-44,234252.691,288855.077
POINT(213492.61796031749690883 248368.43260160268982872),485,Gyeombaek,4007630,Kwater,400703,T/M,Seonjingang,298.1,,,110,0,111.25,119.775,N,11,1990Y 05M?~ 2013Y 09M,1990Y 05M?~ 2013Y 09M,127.1475,34.83111111,127-08-51,34-49-52,213492.618,248368.433
POINT(210367.98586572482599877 270059.20462032192153856),487,Jangjeon2,4007670,Kwater,400705,T/M,Seonjingang,264.8,,,113,0,107.736,111.876,N,3.7,1993Y 08M?~ 2013Y 09M,1993Y 08M?~ 2013Y 09M,127.1136111,35.02666667,127-06-49,35-01-36,210367.986,270059.205
POINT(221610.26706488631316461 275533.60672213992802426),489,Gwangcheon,4008650,Kwater,400801,T/M,Seonjingang,1012,,,83,0,61.311,69.981,N,7,1990Y 05M?~ 2013Y 09M,1990Y 05M?~ 2013Y 09M,127.2369444,35.07583333,127-14-13,35-04-33,221610.267,275533.607
POINT(231763.1443235989427194 284593.07452666823519394),492,Jukgok,4008670,MOLIT,400802,T/M,Seonjingang,1319.3,,,67.4,0,37.693,48.858,N,9,1997Y 03M?~ 2013Y 09M,1990Y 10M?~ 2013Y 09M,127.3486111,35.15722222,127-20-55,1935-09-26,231763.144,284593.075
POINT(242245.56131009213277139 283711.30267414631089196),493,Yongseo,4009608,MOLIT,400901,T/M,Seonjingang,,,,,,25.917,33.565,N,10,2010Y 12M?~ 2013Y 09M,2010Y 12M?~ 2013Y 09M,127.4636111,35.14888889,127-27-49,35-08-56,242245.561,283711.303
POINT(241555.21308211496216245 285218.22420551901450381),494,Gurye2,4009610,MOLIT,400902,T/M,Seonjingang,3810.3,350,1100,54.1,170.8,22.905,31.942,N,11,1963Y 06M?~ 2013Y 09M,1963Y 01M?~ 2013Y 09M,127.4561111,35.1625,127-27-22,35-09-45,241555.213,285218.224
POINT(243403.62275603238958865 290311.99508596595842391),495,Seosi,4009625,MOLIT,400903,T/M,Seonjingang,,,,,,,,N,,2007Y 01M?~ 2013Y 09M,2006Y 12M?~ 2013Y 09M,127.4766667,35.20833333,127-28-36,1935-12-30,243403.623,290311.995
POINT(251079.61736421534442343 288225.53792386676650494),496,Songjeong,4009630,MOLIT,400905,T/M,Seonjingang,4273.6,224,500,40.3,185.7,8.203,25.178,N,16,1919Y 09M?~ 2013Y 09M,1917Y 03M?~ 2013Y 09M,127.5608333,35.18916667,127-33-39,1935-11-21,251079.617,288225.538
POINT(257235.45097152155358344 286998.75109598768176511),497,Hwagae,4009640,MOLIT,400907,T/M,Seonjingang,0,,,0,,0,0,Y,0,2002Y 06M?~ 2013Y 09M,2002Y 06M?~ 2013Y 09M,127.6283333,35.17777778,127-37-42,35-10-40,257235.451,286998.751
POINT(267754.95997932774480432 274404.28639048640616238),498,Hadong2,4009665,MOLIT,400911,T/M,Seonjingang,4591.27,,,15.2,0,-2.171,10.426,Y,9,1920Y 07M?~ 2013Y 09M,1988Y 01M?~ 2013Y 09M,127.7427778,35.06361111,127-44-34,35-03-49,267754.96,274404.286
POINT(201262.10664141082088463 308514.06333132734289393),511,Damyangdaem,5001610,MOLIT,500101,T/M,Yeongsangang,47.2,,,117.05,0,2.165,125.304,N,12,1991Y 06M?~ 2013Y 09M,1991Y 06M?~ 2013Y 09M,127.0138889,35.37333333,127-00-50,35-22-24,201262.107,308514.063
POINT(203739.83426820440217853 298868.55743795091984794),513,Orye,5001620,MOLIT,500102,T/M,Yeongsangang,36.4,92,240,8.95,12,50.698,56.153,N,6,1976Y 06M?~ 2013Y 09M,1973Y 01M?~ 2013Y 09M,127.0411111,35.28638889,0127-02-28,35-17-11,203739.834,298868.557
POINT(194313.11916892245062627 296773.93302546557970345),514,Samji,5001625,MOLIT,500103,T/M,Yeongsangang,,,,,0,,,,,2003Y 08M?~ 2013Y 09M,2003Y 08M?~ 2013Y 09M,126.9375,35.2675,126-56-15,35-16-03,194313.119,296773.933
POINT(199241.09551442530937493 288944.39909191499464214),515,Gwangjudaem,5001630,MOLIT,500104,T/M,Yeongsangang,43.4,,,9.61,0,2.152,78.585,N,75,1991Y 07M?~ 2013Y 09M,1991Y 07M?~ 2013Y 09M,126.9916667,35.19694444,126-59-30,35-11-49,199241.096,288944.399
POINT(190037.97290608374169096 293449.2755364419426769),516,Gwangju,5001640,MOLIT,500106,T/M,Yeongsangang,423.27,,,93.97,0,20.673,28.956,N,7,1991Y 07M?~ 2013Y 09M,1991Y 07M?~ 2013Y 09M,126.8905556,35.2375,126-53-26,35-14-15,190037.973,293449.276
POINT(187144.0024576177529525 285316.99169602611800656),517,Yudeok,5001650,MOLIT,500106,T/M,Yeongsangang,85.71,,,3.2,0,15.924,23.089,N,6,2002Y 01M?~ 2013Y 09M,2001Y 02M?~ 2013Y 09M,126.8588889,35.16416667,126-51-32,35-09-51,187144.002,285316.992
POINT(183272.24217354168649763 285446.58158162928884849),518,Walgok,5001655,MOLIT,500108,T/M,Yeongsangang,,,,,,,,N,,2008Y 01M?~ 2013Y 09M,2007Y 12M?~ 2013Y 09M,126.8163889,35.16527778,126-48-59,35-09-55,183272.242,285446.582
POINT(191546.08309000250301324 283863.38579034066060558),521,Yangdong,5001673,MOLIT,500107,T/M,Yeongsangang,,,,,,33.361,38.855,N,6,2011Y 12M?~ 2013Y 09M,2011Y 12M?~ 2013Y 09M,126.9072222,35.15111111,126-54-26,1935-09-04,191546.083,283863.386
POINT(184354.15677218974451534 281808.15773572522448376),522,Ma-reuk,5001680,MOLIT,500108,T/M,Yeongsangang,683.96,390,1300,77.67,56,7.659,17.586,N,9,1917Y 06M?~ 2013Y 09M,1916Y 10M?~ 2013Y 09M,126.8283333,35.1325,126-49-42,35-07-57,184354.157,281808.158
POINT(183614.04158535768510774 306433.22076157084666193),523,Jangseongdaem,5002620,MOLIT,500201,T/M,Yeongsangang,122.8,,,37,0,2.34,94.285,N,87,1991Y 07M?~ 2013Y 09M,1991Y 07M?~ 2013Y 09M,126.8197222,35.35444444,126-49-11,35-21-16,183614.042,306433.221
POINT(179615.5742306562315207 302342.49208566511515528),524,Seosam,5002643,MOLIT,500202,T/M,Yeongsangang,,,,,,42.02,48.314,N,7,2011Y 12M?~ 2013Y 09M,2011Y 12M?~ 2013Y 09M,126.7758333,35.3175,126-46-33,35-19-03,179615.574,302342.492
POINT(179229.1635777882183902 299076.60168217221507803),525,Jangseong,5002650,MOLIT,500204,T/M,Yeongsangang,282.9,266,260,28.75,22.4,36.588,44.469,N,6,1963Y 06M?~ 2013Y 09M,1962Y 11M?~ 2013Y 09M,126.7716667,35.28805556,126-46-18,35-17-17,179229.164,299076.602
POINT(180606.92294591749669053 281661.30374644958646968),528,Seon-am,5002690,MOLIT,500204,T/M,Yeongsangang,525.56,444,3260,4,44.2,9.93,18.511,N,7,1916Y 06M?~ 2013Y 09M,1915Y 10M?~ 2013Y 09M,126.7872222,35.13111111,126-47-14,35-07-52,180606.923,281661.304
POINT(190795.20428631044342183 267191.97852064418839291),532,Neungju,5003620,MOLIT,500306,T/M,Yeongsangang,408.25,210,240,16.26,25.3,19.496,27.713,N,6,1974Y 05M?~ 2013Y 09M,1963Y 02M?~ 2013Y 09M,126.8991667,35.00083333,126-53-57,35-00-03,190795.204,267191.979
POINT(186021.12705428508343175 262729.60671121685300022),533,Najudaem,5003640,MOLIT,500304,T/M,Yeongsangang,84.6,,,6.47,0,1.775,67.697,N,65,1991Y 07M?~ 2013Y 09M,1991Y 07M?~ 2013Y 09M,126.8469444,34.96055556,126-50-49,34-57-38,186021.127,262729.607
POINT(186111.6143258124939166 272159.45559201011201367),535,Nampyeong,5003680,MOLIT,500306,T/M,Yeongsangang,576.2,215,1070,7.62,41.1,12.024,19.042,N,9,1921Y 07M?~ 2013Y 09M,1919Y 04M?~ 2013Y 09M,126.8477778,35.04555556,126-50-52,35-02-44,186111.614,272159.456
POINT(179477.37297817430226132 274760.65166644076816738),536,Bondong,5004620,MOLIT,500401,T/M,Yeongsangang,1294.44,586,2400,67.67,64.9,3.727,14.589,N,10,1921Y 07M?~ 2013Y 09M,1921Y 06M?~ 2013Y 09M,126.775,35.06888889,126-46-30,1935-04-08,179477.373,274760.652
POINT(175691.68065390471019782 270825.35085400514071807),537,Naju,5004650,MOLIT,500401,T/M,Yeongsangang,2058.72,677,1650,62.57,75.1,1.312,12.987,N,12,1963Y 06M?~ 2013Y 09M,1915Y 09M?~ 2013Y 09M,126.7336111,35.03333333,126-44-01,35-02-00,175691.681,270825.351
POINT(173906.76387313040322624 267132.21457245841156691),538,Yeongsanpo,5004670,MOLIT,500402,T/M,Yeongsangang,2141.73,402,5000,57.34,82.1,-0.718,12.273,N,12,1917Y 06M?~ 2013Y 09M,1982Y 01M?~ 2013Y 09M,126.7141667,35,126-42-51,35-00-00,173906.764,267132.215
POINT(170203.1901728268712759 266742.93922015611315146),539,Hoejin,5004690,MOLIT,500404,T/M,Yeongsangang,2249.7,165,3300,53.23,86.25,-1.732,5.871,Y,10,1917Y 09M?~ 2013Y 09M,1982Y 01M?~ 2013Y 09M,126.6736111,34.99638889,126-40-25,34-59-47,170203.19,266742.939
POINT(163066.03551958204479888 270251.44568994984729216),541,Hakgyo,5005680,MOLIT,500502,T/M,Yeongsangang,179.25,,,6.84,0,0.23,8.35,N,8,1991Y 07M?~ 2013Y 09M,1991Y 06M?~ 2013Y 09M,126.5952778,35.02777778,126-35-43,35-01-40,163066.036,270251.446
POINT(158682.60397510128677823 265123.69775564782321453),542,Sapo,5006610,MOLIT,500604,T/M,Yeongsangang,2547.82,292,1110,37.75,106.9,-3.238,6.823,Y,12,1923Y 06M?~ 2013Y 09M,1982Y 01M?~ 2013Y 09M,126.5475,34.98138889,126-32-51,34-58-53,158682.604,265123.698
POINT(157127.87119206407805905 268921.46660986222559586),544,Hampyeong,5006630,MOLIT,500602,T/M,Yeongsangang,129.61,,,5.25,0,-0.902,7.248,N,8,1991Y 07M?~ 2013Y 09M,1991Y 06M?~ 2013Y 09M,126.5302778,35.01555556,126-31-49,35-00-56,157127.871,268921.467
POINT(156484.29004896615515463 256227.6308209722628817),545,Myeongsan,5006670,MOLIT,500604,T/M,Yeongsangang,2722.2,,,23.86,0,-2.928,2.617,Y,4,1991Y 07M?~ 2013Y 09M,1983Y 01M?~ 2013Y 09M,126.5238889,34.90111111,126-31-26,34-54-04,156484.29,256227.631
POINT(149786.20470661798026413 243164.51604611298535019),547,Hagueon(nae),5008690,MOLIT,500801,T/M,Yeongsangang,3429,,,0,0,0,0,Y,5,1991Y 07M?~ 2013Y 09M,1991Y 06M?~ 2013Y 09M,126.4513889,34.78305556,126-27-05,34-46-59,149786.205,243164.516
POINT(149609.40727805002825335 243381.20309734420152381),548,Hagueon(oe),5008695,MOLIT,500801,T/M,Yeongsangang,0,,,0,0,0,0,Y,5,1991Y 07M?~ 2012Y 05M,1991Y 06M?~ 2012Y 05M,126.4494444,34.785,126-26-58,34-47-06,149609.407,243381.203
POINT(189986.75254342006519437 246730.72918759961612523),549,Bongdeok,5101620,Kwater,510101,T/M,Tamjingang,46.6,,,46.64,0,104.264,111.235,N,4,2000Y 12M?~ 2013Y 09M,2000Y 06M?~ 2013Y 09M,126.8905556,34.81638889,126-53-26,34-48-59,189986.753,246730.729
POINT(191553.47307519247988239 236960.5735534051200375),551,Yuyang,5101650,MOLIT,510102,T/M,Tamjingang,199,,,22.68,0,30.875,35.607,N,6,2000Y 05M?~ 2013Y 09M,2000Y 05M?~ 2013Y 09M,126.9077778,34.72833333,126-54-28,34-43-42,191553.473,236960.574
POINT(191267.66301399262738414 230674.51019671035464853),552,Yeonsan,5101670,MOLIT,510102,T/M,Tamjingang,203.7,148,1230,27,35.5,15.832,20.492,N,5,1976Y 06M?~ 2013Y 09M,1973Y 01M?~ 2013Y 09M,126.9047222,34.67166667,126-54-17,34-40-18,191267.663,230674.51
POINT(189789.52531732397619635 229289.34344443847658113),553,Sunji,5101675,MOLIT,510103,T/M,Tamjingang,156,,,0.9,0,10.714,17.032,N,6,2000Y 05M?~ 2013Y 09M,2000Y 06M?~ 2013Y 09M,126.8886111,34.65916667,126-53-19,34-39-33,189789.525,229289.343
POINT(188133.11921178037300706 228243.60754459735471755),554,Pungdong,5101680,Kwater,510104,T/M,Tamjingang,462.8,,,8.5,0,6.594,15.374,N,4.5,2000Y 12M?~ 2013Y 09M,2000Y 06M?~ 2013Y 09M,126.8705556,34.64972222,126-52-14,34-38-59,188133.119,228243.608
POINT(183342.27621184624149464 226402.09464515012223274),555,Gundong,5101690,MOLIT,510104,T/M,Tamjingang,477,,,5,0,1.25,8.506,Y,6,2000Y 05M?~ 2013Y 09M,2000Y 06M?~ 2013Y 09M,126.8183333,34.63305556,126-49-06,34-37-59,183342.276,226402.095
